S000000027	YAL029C	MYO4	ORF	DOID:0060775	microvillus inclusion disease	ISS		HGNC:7603	manually curated	25860149	Menconi G, et al. (2015) Global mapping of DNA conformational flexibility on Saccharomyces cerevisiae. PLoS Comput Biol 11(4):e1004136
S000000340	YBR136W	MEC1	ORF	DOID:12704	ataxia telangiectasia	IMP			manually curated	8824640	Siede W, et al. (1996) The Saccharomyces cerevisiae MEC1 gene, which encodes a homolog of the human ATM gene product, is required for G1 arrest following radiation treatment. J Bacteriol 178(19):5841-3
S000000340	YBR136W	MEC1	ORF	DOID:12704	ataxia telangiectasia	ISS		HGNC:795	manually curated	8824640	Siede W, et al. (1996) The Saccharomyces cerevisiae MEC1 gene, which encodes a homolog of the human ATM gene product, is required for G1 arrest following radiation treatment. J Bacteriol 178(19):5841-3
S000000340	YBR136W	MEC1	ORF	DOID:1380	endometrial cancer	IMP			manually curated	33742106	
S000000340	YBR136W	MEC1	ORF	DOID:1380	endometrial cancer	ISS		HGNC:795	manually curated	33742106	
S000000340	YBR136W	MEC1	ORF	DOID:1380	endometrial cancer	ISS		HGNC:882	manually curated	33742106	
S000000340	YBR136W	MEC1	ORF	DOID:1612	breast cancer	IMP			manually curated	33742106	
S000000340	YBR136W	MEC1	ORF	DOID:1612	breast cancer	ISS		HGNC:882	manually curated	33742106	
S000000340	YBR136W	MEC1	ORF	DOID:219	colon cancer	IMP			manually curated	33742106	
S000000340	YBR136W	MEC1	ORF	DOID:219	colon cancer	ISS		HGNC:795	manually curated	33742106	
S000000340	YBR136W	MEC1	ORF	DOID:219	colon cancer	ISS		HGNC:882	manually curated	33742106	
S000000344	YBR140C	IRA1	ORF	DOID:0111253	neurofibromatosis 1	IMP		HGNC:7765	manually curated	25486365	Luo G, et al. (2014) The C-terminal domains of human neurofibromin and its budding yeast homologs Ira1 and Ira2 regulate the metaphase to anaphase transition. Cell Cycle 13(17):2780-9
S000000344	YBR140C	IRA1	ORF	DOID:0111253	neurofibromatosis 1	ISS		HGNC:7765	manually curated	25486365	Luo G, et al. (2014) The C-terminal domains of human neurofibromin and its budding yeast homologs Ira1 and Ira2 regulate the metaphase to anaphase transition. Cell Cycle 13(17):2780-9
S000000344	YBR140C	IRA1	ORF	DOID:8712	neurofibromatosis	IGI		HGNC:17397	manually curated	8264648	Poullet P, et al. (1994) Functional significance of lysine 1423 of neurofibromin and characterization of a second site suppressor which rescues mutations at this residue and suppresses RAS2Val-19-activated phenotypes. Mol Cell Biol 14(1):815-21
S000000344	YBR140C	IRA1	ORF	DOID:8712	neurofibromatosis	IGI		HGNC:7765	manually curated	2121369	Xu GF, et al. (1990) The catalytic domain of the neurofibromatosis type 1 gene product stimulates ras GTPase and complements ira mutants of S. cerevisiae. Cell 63(4):835-41
S000000344	YBR140C	IRA1	ORF	DOID:8712	neurofibromatosis	IGI		HGNC:7765	manually curated	2121371	Ballester R, et al. (1990) The NF1 locus encodes a protein functionally related to mammalian GAP and yeast IRA proteins. Cell 63(4):851-9
S000000344	YBR140C	IRA1	ORF	DOID:8712	neurofibromatosis	ISS		HGNC:17397	manually curated	8264648	Poullet P, et al. (1994) Functional significance of lysine 1423 of neurofibromin and characterization of a second site suppressor which rescues mutations at this residue and suppresses RAS2Val-19-activated phenotypes. Mol Cell Biol 14(1):815-21
S000000344	YBR140C	IRA1	ORF	DOID:8712	neurofibromatosis	ISS		HGNC:7765	manually curated	2121369	Xu GF, et al. (1990) The catalytic domain of the neurofibromatosis type 1 gene product stimulates ras GTPase and complements ira mutants of S. cerevisiae. Cell 63(4):835-41
S000000344	YBR140C	IRA1	ORF	DOID:8712	neurofibromatosis	ISS		HGNC:7765	manually curated	2121371	Ballester R, et al. (1990) The NF1 locus encodes a protein functionally related to mammalian GAP and yeast IRA proteins. Cell 63(4):851-9
S000000363	YBR159W	IFA38	ORF	DOID:0080322	polycystic kidney disease	ISS		HGNC:18646	manually curated	25860149	Menconi G, et al. (2015) Global mapping of DNA conformational flexibility on Saccharomyces cerevisiae. PLoS Comput Biol 11(4):e1004136
S000000363	YBR159W	IFA38	ORF	DOID:12698	gynecomastia	ISS		HGNC:5212	manually curated	25860149	Menconi G, et al. (2015) Global mapping of DNA conformational flexibility on Saccharomyces cerevisiae. PLoS Comput Biol 11(4):e1004136
S000000363	YBR159W	IFA38	ORF	DOID:162	cancer	ISS		HGNC:18646	manually curated	25860149	Menconi G, et al. (2015) Global mapping of DNA conformational flexibility on Saccharomyces cerevisiae. PLoS Comput Biol 11(4):e1004136
S000000363	YBR159W	IFA38	ORF	DOID:3765	pseudohermaphroditism	ISS		HGNC:5212	manually curated	25860149	Menconi G, et al. (2015) Global mapping of DNA conformational flexibility on Saccharomyces cerevisiae. PLoS Comput Biol 11(4):e1004136
S000000364	YBR160W	CDC28	ORF	DOID:162	cancer	IGI		HGNC:1722	manually curated	25541464	Mayi T, et al. (2015) Yeast as a model system to screen purine derivatives against human CDK1 and CDK2 kinases. J Biotechnol 195:30-6
S000000364	YBR160W	CDC28	ORF	DOID:162	cancer	IGI		HGNC:1722	manually curated	26354769	Hamza A, et al. (2015) Complementation of Yeast Genes with Human Genes as an Experimental Platform for Functional Testing of Human Genetic Variants. Genetics 201(3):1263-74
S000000364	YBR160W	CDC28	ORF	DOID:162	cancer	IGI		HGNC:1771	manually curated	25541464	Mayi T, et al. (2015) Yeast as a model system to screen purine derivatives against human CDK1 and CDK2 kinases. J Biotechnol 195:30-6
S000000364	YBR160W	CDC28	ORF	DOID:162	cancer	IGI		HGNC:1771	manually curated	26354769	Hamza A, et al. (2015) Complementation of Yeast Genes with Human Genes as an Experimental Platform for Functional Testing of Human Genetic Variants. Genetics 201(3):1263-74
S000000364	YBR160W	CDC28	ORF	DOID:162	cancer	ISS		HGNC:1722	manually curated	25541464	Mayi T, et al. (2015) Yeast as a model system to screen purine derivatives against human CDK1 and CDK2 kinases. J Biotechnol 195:30-6
S000000364	YBR160W	CDC28	ORF	DOID:162	cancer	ISS		HGNC:1722	manually curated	26354769	Hamza A, et al. (2015) Complementation of Yeast Genes with Human Genes as an Experimental Platform for Functional Testing of Human Genetic Variants. Genetics 201(3):1263-74
S000000364	YBR160W	CDC28	ORF	DOID:162	cancer	ISS		HGNC:1771	manually curated	25541464	Mayi T, et al. (2015) Yeast as a model system to screen purine derivatives against human CDK1 and CDK2 kinases. J Biotechnol 195:30-6
S000000364	YBR160W	CDC28	ORF	DOID:162	cancer	ISS		HGNC:1771	manually curated	26354769	Hamza A, et al. (2015) Complementation of Yeast Genes with Human Genes as an Experimental Platform for Functional Testing of Human Genetic Variants. Genetics 201(3):1263-74
S000000383	YBR179C	FZO1	ORF	DOID:0111557	Charcot-Marie-Tooth disease type 2A2B	IMP			manually curated	19812251	Amiott EA, et al. (2009) A mutation associated with CMT2A neuropathy causes defects in Fzo1 GTP hydrolysis, ubiquitylation, and protein turnover. Mol Biol Cell 20(23):5026-35
S000000383	YBR179C	FZO1	ORF	DOID:0111557	Charcot-Marie-Tooth disease type 2A2B	ISS		HGNC:16877	manually curated	19812251	Amiott EA, et al. (2009) A mutation associated with CMT2A neuropathy causes defects in Fzo1 GTP hydrolysis, ubiquitylation, and protein turnover. Mol Biol Cell 20(23):5026-35
S000000387	YBR183W	YPC1	ORF	DOID:10579	leukodystrophy	IGI		HGNC:16066	manually curated	26792856	Edvardson S, et al. (2016) Deficiency of the alkaline ceramidase ACER3 manifests in early childhood by progressive leukodystrophy. J Med Genet 53(6):389-96
S000000387	YBR183W	YPC1	ORF	DOID:10579	leukodystrophy	ISS		HGNC:16066	manually curated	26792856	Edvardson S, et al. (2016) Deficiency of the alkaline ceramidase ACER3 manifests in early childhood by progressive leukodystrophy. J Med Genet 53(6):389-96
S000000391	YBR187W	GDT1	ORF	DOID:0050571	congenital disorder of glycosylation type II	IGI		HGNC:30760	manually curated	23569283	Demaegd D, et al. (2013) Newly characterized Golgi-localized family of proteins is involved in calcium and pH homeostasis in yeast and human cells. Proc Natl Acad Sci U S A 110(17):6859-64
S000000391	YBR187W	GDT1	ORF	DOID:0050571	congenital disorder of glycosylation type II	ISS		HGNC:30760	manually curated	23569283	Demaegd D, et al. (2013) Newly characterized Golgi-localized family of proteins is involved in calcium and pH homeostasis in yeast and human cells. Proc Natl Acad Sci U S A 110(17):6859-64
S000000391	YBR187W	GDT1	ORF	DOID:0070263	congenital disorder of glycosylation type IIk	IMP			manually curated	32047108	Stribny J, et al. (2020) The human Golgi protein TMEM165 transports calcium and manganese in yeast and bacterial cells. J Biol Chem 295(12):3865-3874
S000000391	YBR187W	GDT1	ORF	DOID:0070263	congenital disorder of glycosylation type IIk	ISS		HGNC:30760	manually curated	32047108	Stribny J, et al. (2020) The human Golgi protein TMEM165 transports calcium and manganese in yeast and bacterial cells. J Biol Chem 295(12):3865-3874
S000000427	YBR223C	TDP1	ORF	DOID:0090115	spinocerebellar ataxia type 1 with axonal neuropathy	IGI		HGNC:18884	manually curated	16751265	Nitiss KC, et al. (2006) Tyrosyl-DNA phosphodiesterase (Tdp1) participates in the repair of Top2-mediated DNA damage. Proc Natl Acad Sci U S A 103(24):8953-8
S000000427	YBR223C	TDP1	ORF	DOID:0090115	spinocerebellar ataxia type 1 with axonal neuropathy	IMP		HGNC:18884	manually curated	17707402	He X, et al. (2007) Mutation of a conserved active site residue converts tyrosyl-DNA phosphodiesterase I into a DNA topoisomerase I-dependent poison. J Mol Biol 372(4):1070-1081
S000000427	YBR223C	TDP1	ORF	DOID:0090115	spinocerebellar ataxia type 1 with axonal neuropathy	ISS		HGNC:18884	manually curated	16751265	Nitiss KC, et al. (2006) Tyrosyl-DNA phosphodiesterase (Tdp1) participates in the repair of Top2-mediated DNA damage. Proc Natl Acad Sci U S A 103(24):8953-8
S000000427	YBR223C	TDP1	ORF	DOID:0090115	spinocerebellar ataxia type 1 with axonal neuropathy	ISS		HGNC:18884	manually curated	17707402	He X, et al. (2007) Mutation of a conserved active site residue converts tyrosyl-DNA phosphodiesterase I into a DNA topoisomerase I-dependent poison. J Mol Biol 372(4):1070-1081
S000000427	YBR223C	TDP1	ORF	DOID:0090115	spinocerebellar ataxia type 1 with axonal neuropathy	ISS		HGNC:18884	manually curated	29523818	Fam HK, et al. (2018) Reactive oxygen species stress increases accumulation of tyrosyl-DNA phsosphodiesterase 1 within mitochondria. Sci Rep 8(1):4304
S000000456	YBR252W	DUT1	ORF	DOID:162	cancer	IGI		HGNC:3078	manually curated	26354769	Hamza A, et al. (2015) Complementation of Yeast Genes with Human Genes as an Experimental Platform for Functional Testing of Human Genetic Variants. Genetics 201(3):1263-74
S000000456	YBR252W	DUT1	ORF	DOID:162	cancer	ISS		HGNC:3078	manually curated	26354769	Hamza A, et al. (2015) Complementation of Yeast Genes with Human Genes as an Experimental Platform for Functional Testing of Human Genetic Variants. Genetics 201(3):1263-74
S000000458	YBR254C	TRS20	ORF	DOID:0080362	X-linked spondyloepiphyseal dysplasia tarda	IMP			manually curated	24329977	Taussig D, et al. (2014) Trs20 is required for TRAPP III complex assembly at the PAS and its function in autophagy. Traffic 15(3):327-37
S000000458	YBR254C	TRS20	ORF	DOID:0080362	X-linked spondyloepiphyseal dysplasia tarda	ISS		HGNC:23068	manually curated	24329977	Taussig D, et al. (2014) Trs20 is required for TRAPP III complex assembly at the PAS and its function in autophagy. Traffic 15(3):327-37
S000000458	YBR254C	TRS20	ORF	DOID:14789	spondyloepiphyseal dysplasia congenita	IGI		HGNC:23068	manually curated	14597397	Gécz J, et al. (2003) Human wild-type SEDL protein functionally complements yeast Trs20p but some naturally occurring SEDL mutants do not. Gene 320:137-44
S000000458	YBR254C	TRS20	ORF	DOID:14789	spondyloepiphyseal dysplasia congenita	IGI		HGNC:26432	manually curated	14597397	Gécz J, et al. (2003) Human wild-type SEDL protein functionally complements yeast Trs20p but some naturally occurring SEDL mutants do not. Gene 320:137-44
S000000458	YBR254C	TRS20	ORF	DOID:14789	spondyloepiphyseal dysplasia congenita	ISS		HGNC:23068	manually curated	14597397	Gécz J, et al. (2003) Human wild-type SEDL protein functionally complements yeast Trs20p but some naturally occurring SEDL mutants do not. Gene 320:137-44
S000000458	YBR254C	TRS20	ORF	DOID:14789	spondyloepiphyseal dysplasia congenita	ISS		HGNC:26432	manually curated	14597397	Gécz J, et al. (2003) Human wild-type SEDL protein functionally complements yeast Trs20p but some naturally occurring SEDL mutants do not. Gene 320:137-44
S000000469	YBR265W	TSC10	ORF	DOID:0080250	erythrokeratodermia variabilis et progressiva 4	IGI		HGNC:4021	manually curated	28575652	Boyden LM, et al. (2017) Mutations in KDSR Cause Recessive Progressive Symmetric Erythrokeratoderma. Am. J. Hum. Genet. 100(6):978-984
S000000469	YBR265W	TSC10	ORF	DOID:0080250	erythrokeratodermia variabilis et progressiva 4	ISS		HGNC:4021	manually curated	28575652	Boyden LM, et al. (2017) Mutations in KDSR Cause Recessive Progressive Symmetric Erythrokeratoderma. Am. J. Hum. Genet. 100(6):978-984
S000000483	YBR279W	PAF1	ORF	DOID:1793	pancreatic cancer	ISS		HGNC:25459	manually curated	29023102	Ferdoush J, et al. (2017) Ubiquitin-Proteasome System Regulation of an Evolutionarily Conserved RNA Polymerase II-Associated Factor 1 Involved in Pancreatic Oncogenesis. Biochemistry 56(46):6083-6086
S000000605	YCR012W	1,00 PGK	ORF	DOID:162	cancer	IGI		HGNC:8896	manually curated	26354769	Hamza A, et al. (2015) Complementation of Yeast Genes with Human Genes as an Experimental Platform for Functional Testing of Human Genetic Variants. Genetics 201(3):1263-74
S000000605	YCR012W	1,00 PGK	ORF	DOID:162	cancer	IGI		HGNC:8898	manually curated	26354769	Hamza A, et al. (2015) Complementation of Yeast Genes with Human Genes as an Experimental Platform for Functional Testing of Human Genetic Variants. Genetics 201(3):1263-74
S000000605	YCR012W	1,00 PGK	ORF	DOID:162	cancer	ISS		HGNC:8896	manually curated	26354769	Hamza A, et al. (2015) Complementation of Yeast Genes with Human Genes as an Experimental Platform for Functional Testing of Human Genetic Variants. Genetics 201(3):1263-74
S000000605	YCR012W	1,00 PGK	ORF	DOID:162	cancer	ISS		HGNC:8898	manually curated	26354769	Hamza A, et al. (2015) Complementation of Yeast Genes with Human Genes as an Experimental Platform for Functional Testing of Human Genetic Variants. Genetics 201(3):1263-74
S000000628	YCR032W	BPH1	ORF	DOID:2935	Chediak-Higashi syndrome	IMP		HGNC:1968	manually curated	15296494	Shiflett SL, et al. (2004) Bph1p, the Saccharomyces cerevisiae homologue of CHS1/beige, functions in cell wall formation and protein sorting. Traffic 5(9):700-10
S000000628	YCR032W	BPH1	ORF	DOID:2935	Chediak-Higashi syndrome	ISS		HGNC:1968	manually curated	15296494	Shiflett SL, et al. (2004) Bph1p, the Saccharomyces cerevisiae homologue of CHS1/beige, functions in cell wall formation and protein sorting. Traffic 5(9):700-10
S000000671	YCR075C	ERS1	ORF	DOID:0070214	familial hyperinsulinemic hypoglycemia 7	ISS		HGNC:10922	manually curated	25860149	Menconi G, et al. (2015) Global mapping of DNA conformational flexibility on Saccharomyces cerevisiae. PLoS Comput Biol 11(4):e1004136
S000000671	YCR075C	ERS1	ORF	DOID:0070262	congenital disorder of glycosylation type IIj	ISS		HGNC:18620	manually curated	25860149	Menconi G, et al. (2015) Global mapping of DNA conformational flexibility on Saccharomyces cerevisiae. PLoS Comput Biol 11(4):e1004136
S000000671	YCR075C	ERS1	ORF	DOID:0110934	nemaline myopathy 7	ISS		HGNC:1875	manually curated	25860149	Menconi G, et al. (2015) Global mapping of DNA conformational flexibility on Saccharomyces cerevisiae. PLoS Comput Biol 11(4):e1004136
S000000671	YCR075C	ERS1	ORF	DOID:1064	cystinosis	IGI		HGNC:2518	manually curated	15885099	Gao XD, et al. (2005) ERS1 encodes a functional homologue of the human lysosomal cystine transporter. FEBS J 272(10):2497-511
S000000671	YCR075C	ERS1	ORF	DOID:1064	cystinosis	ISS		HGNC:2518	manually curated	15885099	Gao XD, et al. (2005) ERS1 encodes a functional homologue of the human lysosomal cystine transporter. FEBS J 272(10):2497-511
S000000671	YCR075C	ERS1	ORF	DOID:1064	cystinosis	ISS		HGNC:2518	manually curated	25860149	Menconi G, et al. (2015) Global mapping of DNA conformational flexibility on Saccharomyces cerevisiae. PLoS Comput Biol 11(4):e1004136
S000000671	YCR075C	ERS1	ORF	DOID:1909	melanoma	ISS		HGNC:10922	manually curated	25860149	Menconi G, et al. (2015) Global mapping of DNA conformational flexibility on Saccharomyces cerevisiae. PLoS Comput Biol 11(4):e1004136
S000000671	YCR075C	ERS1	ORF	DOID:219	colon cancer	ISS		HGNC:10922	manually curated	25860149	Menconi G, et al. (2015) Global mapping of DNA conformational flexibility on Saccharomyces cerevisiae. PLoS Comput Biol 11(4):e1004136
S000000671	YCR075C	ERS1	ORF	DOID:299	adenocarcinoma	ISS		HGNC:10922	manually curated	25860149	Menconi G, et al. (2015) Global mapping of DNA conformational flexibility on Saccharomyces cerevisiae. PLoS Comput Biol 11(4):e1004136
S000000671	YCR075C	ERS1	ORF	DOID:305	carcinoma	ISS		HGNC:10922	manually curated	25860149	Menconi G, et al. (2015) Global mapping of DNA conformational flexibility on Saccharomyces cerevisiae. PLoS Comput Biol 11(4):e1004136
S000000671	YCR075C	ERS1	ORF	DOID:326	ischemia	ISS		HGNC:10922	manually curated	25860149	Menconi G, et al. (2015) Global mapping of DNA conformational flexibility on Saccharomyces cerevisiae. PLoS Comput Biol 11(4):e1004136
S000000671	YCR075C	ERS1	ORF	DOID:9256	colorectal cancer	ISS		HGNC:10928	manually curated	25860149	Menconi G, et al. (2015) Global mapping of DNA conformational flexibility on Saccharomyces cerevisiae. PLoS Comput Biol 11(4):e1004136
